"COU","Country","CORP_TAX","Corporate income tax rate","YEA","Year","Value","Flag Codes","Flags"
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",19,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",19,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",19,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",19,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",19,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",19,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",19,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",19,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",19,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",19,,
"POL","Poland","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",19,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2000","2000",32,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2001","2001",32,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2002","2002",30,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2003","2003",30,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2004","2004",25,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2005","2005",25,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2006","2006",25,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2007","2007",25,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2008","2008",25,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2009","2009",25,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2010","2010",25,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2011","2011",27,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2012","2012",30,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2013","2013",30,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2014","2014",30,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2015","2015",28,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2016","2016",28,,
"PRT","Portugal","CIT_RATE","Corporate income tax rate","2017","2017",28,,
"PRT","Portugal","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2011","2011",25,,
"PRT","Portugal","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2012","2012",25,,
"PRT","Portugal","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2013","2013",25,,
"PRT","Portugal","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2014","2014",23,,
"PRT","Portugal","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2015","2015",21,,
"PRT","Portugal","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2016","2016",21,,
"PRT","Portugal","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2017","2017",21,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",32,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",32,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",30,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",30,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",25,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",25,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",25,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",25,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",25,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",25,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",25,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",27,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",30,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",30,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",30,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",28,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",28,,
"PRT","Portugal","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",28,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2000","2000",3.2,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2001","2001",3.2,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2002","2002",3,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2003","2003",3,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2004","2004",2.5,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2005","2005",2.5,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2006","2006",2.5,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2007","2007",1.5,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2008","2008",1.5,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2009","2009",1.5,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2010","2010",1.5,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2011","2011",1.5,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2012","2012",1.5,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2013","2013",1.5,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2014","2014",1.5,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2015","2015",1.5,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2016","2016",1.5,,
"PRT","Portugal","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2017","2017",1.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",35.2,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",35.2,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",33,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",33,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",27.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",27.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",27.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",26.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",26.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",26.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",26.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",28.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",31.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",31.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",31.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",29.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",29.5,,
"PRT","Portugal","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",29.5,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2000","2000",29,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2001","2001",29,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2002","2002",25,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2003","2003",25,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2004","2004",19,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2005","2005",19,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2006","2006",19,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2007","2007",19,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2008","2008",19,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2009","2009",19,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2010","2010",19,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2011","2011",19,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2012","2012",19,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2013","2013",23,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2014","2014",22,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2015","2015",22,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2016","2016",22,,
"SVK","Slovak Republic","CIT_RATE","Corporate income tax rate","2017","2017",21,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",29,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",29,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",25,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",25,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",19,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",19,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",19,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",19,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",19,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",19,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",19,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",19,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",19,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",23,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",22,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",22,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",22,,
"SVK","Slovak Republic","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",21,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",29,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",29,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",25,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",25,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",23,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",22,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",22,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",22,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",21,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2000","2000",35,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2001","2001",35,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2002","2002",35,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2003","2003",35,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2004","2004",35,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2005","2005",35,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2006","2006",35,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2007","2007",32.5,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2008","2008",30,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2009","2009",30,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2010","2010",30,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2011","2011",30,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2012","2012",30,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2013","2013",30,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2014","2014",30,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2015","2015",28,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2016","2016",25,,
"ESP","Spain","CIT_RATE","Corporate income tax rate","2017","2017",25,,
"ESP","Spain","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",35,,
"ESP","Spain","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",35,,
"ESP","Spain","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",35,,
"ESP","Spain","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",35,,
"ESP","Spain","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",35,,
"ESP","Spain","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",35,,
"ESP","Spain","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",35,,
"ESP","Spain","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",32.5,,
